"","Mz","total"
"4854","120134000100100022 ",33
"4855","120134000100100023 ",56
"4856","120134000100100024A",113
"4857","120134000100100024B",129
"4858","120134000100100025 ",57
"4859","120134000100100026 ",33
"4860","120134000100100027 ",31
"4861","120134000100100028 ",85
"4862","120134000100100029 ",63
"4863","120134000100100030 ",61
"4864","120134000100100031 ",59
"4865","120134000100100032 ",39
"4866","120134000100100033 ",120
"4867","120134000100100035 ",72
"4868","120134000100100038B",30
"4869","120134000100100039 ",49
"4870","120134000100100040 ",50
"4871","120134000100100041 ",67
"4872","120134000100100042 ",88
"4873","120134000100100043 ",90
"4874","120134000100100044 ",42
"4875","120134000100100045 ",104
"4876","120134000100100046A",38
"4877","120134000100100046C",71
"4878","120134000100100046D",36
"4879","120134000100100046E",39
"4880","120134000100100047 ",73
"4881","120134000100100048 ",73
"4882","120134000100100049 ",53
"4883","120134000100100050 ",112
"4884","120134000100100051 ",101
"4885","120134000100100052 ",89
"4886","120134000100100053 ",71
"4887","120134000100100054 ",52
"4888","120134000100100055 ",75
"4889","120134000100100056 ",58
"4890","120134000100100057 ",80
"4891","120134000100100058 ",74
"4892","120134000100100060 ",88
"4893","120134000100100064 ",60
"4894","120134000100100065 ",53
"4895","120134000100100066 ",51
"4896","120134000100100067 ",140
"4897","120134000100100068 ",50
"4898","120134000100100069 ",32
"4899","1201340001001008888",244
"4900","120134000100200001 ",44
"4901","120134000100200002 ",54
"4902","120134000100200003 ",47
"4903","120134000100200004 ",64
"4904","120134000100200005 ",60
"4905","120134000100200007A",102
"4906","120134000100200008 ",48
"4907","120134000100200009 ",91
"4908","120134000100200010 ",68
"4909","120134000100200012E",80
"4910","120134000100200012F",71
"4911","120134000100200012G",77
"4912","120134000100200012H",77
"4913","120134000100200012J",37
"4914","120134000100200012K",63
"4915","120134000100200012L",74
"4916","120134000100200013A",61
"4917","120134000100200013B",106
"4918","120134000100200014 ",160
"4919","120134000100200015B",155
"4920","120134000100200015C",80
"4921","120134000100200015D",92
"4922","120134000100200015F",48
"4923","120134000100200015G",33
"4924","120134000100200016 ",48
"4925","120134000100200018A",30
"4926","120134000100200019 ",39
"4927","120134000100200020 ",80
"4928","120134000100200021 ",65
"4929","120134000100200022 ",73
"4930","120134000100200024 ",67
"4931","120134000100200030B",66
"4932","120134000100200031 ",87
"4933","120134000100200032 ",61
"4934","120134000100200033 ",63
"4935","120134000100200034 ",44
"4936","120134000100200036 ",65
"4937","120134000100200037 ",74
"4938","120134000100200038 ",63
"4939","120134000100200040A",36
"4940","120134000100200041A",59
"4941","120134000100200042 ",96
"4942","120134000100200043 ",33
"4943","120134000100200045B",69
"4944","120134000100200045D",66
"4945","120134000100200045E",236
"4946","120134000100200045F",31
"4947","120134000100200045J",37
"4948","120134000100200046 ",77
"4949","120134000100200047 ",34
"4950","120134000100200048 ",96
"4951","120134000100200049 ",78
"4952","120134000100200050 ",179
"4953","120134000100200052A",64
"4954","120134000100200053 ",100
"4955","120134000100200054 ",100
"4956","120134000100200055 ",68
"4957","120134000100200057D",55
"4958","120134000100200057E",63
"4959","120134000100200057F",56
"4960","120134000100200057G",139
"4961","120134000100200059 ",65
"4962","120134000100200061A",126
"4963","1201340001002008888",426
"4964","120134000100300001A",119
"4965","120134000100300001B",30
"4966","120134000100300001C",47
"4967","120134000100300003 ",80
"4968","120134000100300004A",179
"4969","120134000100300006A",52
"4970","120134000100300006B",40
"4971","120134000100300007 ",77
"4972","120134000100300008A",58
"4973","120134000100300008B",80
"4974","120134000100300008C",118
"4975","120134000100300008D",68
"4976","120134000100300009A",54
"4977","120134000100300009B",30
"4978","120134000100300011A",261
"4979","120134000100300012A",34
"4980","120134000100300014 ",39
"4981","120134000100300015A",97
"4982","120134000100300016A",146
"4983","120134000100300017A",112
"4984","120134000100300019A",75
"4985","120134000100300020A",30
"4986","120134000100300021A",84
"4987","120134000100300022A",46
"4988","120134000100300022B",105
"4989","120134000100300023 ",122
"4990","120134000100300024 ",81
"4991","120134000100300026 ",49
"4992","120134000100300027 ",158
"4993","120134000100300028 ",94
"4994","120134000100300029 ",99
"4995","120134000100300030 ",76
"4996","120134000100300031 ",73
"4997","120134000100300033A",125
"4998","120134000100300034 ",60
"4999","120134000100300035A",180
"5000","120134000100300036 ",148
"5001","120134000100300037A",54
"5002","120134000100300038 ",41
"5003","120134000100300039 ",88
"5004","120134000100300040 ",45
"5005","120134000100300041 ",44
"5006","120134000100300042 ",162
"5007","120134000100300042D",30
"5008","120134000100300043A",61
"5009","120134000100300043B",65
"5010","120134000100300044A",35
"5011","120134000100300044B",53
"5012","120134000100300045A",63
"5013","120134000100300046 ",102
"5014","120134000100300047 ",34
"5015","120134000100300049 ",41
"5016","120134000100300050 ",93
"5017","120134000100300051 ",57
"5018","120134000100300052 ",44
"5019","120134000100300055 ",56
"5020","120134000100300056 ",52
"5021","120134000100300057 ",47
"5022","120134000100300058 ",84
"5023","120134000100300060 ",49
"5024","120134000100300061 ",40
"5025","120134000100300062A",34
"5026","120134000100300063A",46
"5027","120134000100300063B",60
"5028","120134000100300064 ",61
"5029","120134000100300065 ",38
"5030","120134000100300066 ",43
"5031","120134000100300067 ",50
"5032","120134000100300068 ",63
"5033","120134000100300069A",41
"5034","120134000100300069B",39
"5035","120134000100300070 ",57
"5036","120134000100300071A",41
"5037","120134000100300071B",49
"5038","120134000100300071C",61
"5039","120134000100300074A",205
"5040","120134000100300075D",47
"5041","120134000100300076A",92
"5042","120134000100300076B",49
"5043","120134000100300077 ",92
"5044","120134000100300078A",37
"5045","120134000100300078B",77
"5046","120134000100300079 ",32
"5047","120134000100300080 ",130
"5048","120134000100300081A",73
"5049","120134000100300085A",51
"5050","120134000100300085B",36
"5051","120134000100300085C",104
"5052","120134000100300086B",50
"5053","1201340001003008888",409
"5054","120135000100100003B",34
"5055","120135000100100004C",91
"5056","120135000100100009B",36
"5057","120135000100100010 ",41
"5058","1201350001001008888",171
"5059","120136000100100001A",43
"5060","120136000100100001C",33
"5061","120136000100100001E",54
"5062","120136000100100001F",166
"5063","120136000100100001I",39
"5064","120136000100100001J",103
"5065","120136000100100002 ",152
"5066","120136000100100002A",115
"5067","120136000100100003A",36
"5068","120136000100100004A",32
"5069","120136000100100004B",31
"5070","120136000100100004C",58
"5071","120136000100100005 ",66
"5072","120136000100100007 ",76
"5073","120136000100100008 ",67
"5074","120136000100100009A",59
"5075","120136000100100010 ",47
"5076","120136000100100016 ",45
"5077","120136000100100019 ",31
"5078","120136000100100020 ",30
"5079","120136000100100021 ",38
"5080","120136000100100023 ",33
"5081","120136000100100025 ",38
"5082","120136000100100027 ",45
"5083","120136000100100030 ",33
"5084","120136000100100031 ",38
"5085","120136000100100039 ",39
"5086","120136000100100041B",43
"5087","120136000100100044A",39
"5088","120136000100100045A",35
"5089","120136000100100050 ",35
"5090","120136000100100059 ",39
"5091","120136000100100060D",31
"5092","1201360001001008888",820
"5093","120901000100100001B",37
"5094","120901000100100001C",52
"5095","120901000100100001D",47
"5096","120901000100100001E",158
"5097","120901000100100001H",153
"5098","120901000100100001I",45
"5099","120901000100100001J",142
"5100","120901000100100001K",147
"5101","120901000100100006 ",75
"5102","120901000100100007 ",151
"5103","120901000100100008 ",232
"5104","120901000100100009 ",136
"5105","120901000100100023B",41
"5106","120901000100100025A",49
"5107","120901000100100025B",83
"5108","120901000100100026 ",67
"5109","120901000100100027D",43
"5110","120901000100100027E",70
"5111","120901000100100027F",53
"5112","120901000100100027G",107
"5113","120901000100100027L",59
"5114","120901000100100027N",87
"5115","120901000100100027P",110
"5116","120901000100100027S",51
"5117","120901000100100028A",82
"5118","120901000100100029A",31
"5119","120901000100100029B",57
"5120","120901000100100029C",116
"5121","120901000100100030A",64
"5122","120901000100100030B",32
"5123","120901000100100030C",43
"5124","120901000100100031 ",52
"5125","120901000100100032 ",66
"5126","120901000100100033 ",36
"5127","120901000100100034 ",37
"5128","120901000100100035 ",122
"5129","120901000100100036 ",35
"5130","120901000100100037 ",56
"5131","120901000100100038 ",42
"5132","120901000100100040 ",92
"5133","120901000100100041B",88
"5134","120901000100100042 ",56
"5135","120901000100100043 ",35
"5136","120901000100100045 ",30
"5137","120901000100100046 ",67
"5138","120901000100100047 ",179
"5139","120901000100100048C",64
"5140","120901000100100048D",69
"5141","120901000100100049 ",94
"5142","120901000100100050B",75
"5143","120901000100100051 ",61
"5144","1209010001001008888",288
"5145","120901000100200001 ",124
"5146","120901000100200002 ",33
"5147","120901000100200006 ",58
"5148","120901000100200007 ",47
"5149","120901000100200008A",39
"5150","120901000100200014 ",86
"5151","120901000100200015 ",77
"5152","120901000100200016 ",106
"5153","120901000100200017 ",111
"5154","120901000100200018 ",114
"5155","120901000100200019 ",140
"5156","120901000100200021 ",56
"5157","120901000100200022 ",42
"5158","120901000100200023 ",68
"5159","120901000100200025 ",36
"5160","120901000100200026 ",41
"5161","120901000100200028 ",108
"5162","120901000100200029 ",114
"5163","120901000100200030 ",59
"5164","120901000100200031 ",85
"5165","120901000100200032 ",163
"5166","120901000100200032A",30
"5167","120901000100200036 ",63
"5168","120901000100200038 ",159
"5169","120901000100200038A",46
"5170","120901000100200039 ",90
"5171","120901000100200040 ",103
"5172","120901000100200041 ",61
"5173","120901000100200042 ",45
"5174","120901000100200044 ",83
"5175","120901000100200045 ",89
"5176","120901000100200047 ",47
"5177","120901000100200048 ",30
"5178","120901000100200049A",315
"5179","120901000100200051A",148
"5180","1209010001002008888",145
"5181","120901000100300002B",55
"5182","120901000100300003 ",63
"5183","120901000100300004 ",111
"5184","120901000100300005 ",79
"5185","120901000100300006 ",104
"5186","120901000100300007 ",97
"5187","120901000100300008 ",81
"5188","120901000100300009 ",86
"5189","120901000100300010 ",54
"5190","120901000100300011 ",90
"5191","120901000100300012 ",121
"5192","120901000100300014B",56
"5193","120901000100300015B",107
"5194","120901000100300015D",138
"5195","120901000100300015F",100
"5196","120901000100300015G",169
"5197","120901000100300015H",83
"5198","120901000100300016B",167
"5199","120901000100300016D",98
"5200","120901000100300016E",46
"5201","120901000100300016F",131
"5202","120901000100300016G",101
"5203","120901000100300018 ",97
"5204","120901000100300019 ",50
"5205","120901000100300021A",141
"5206","120901000100300021C",85
"5207","120901000100300021D",188
"5208","120901000100300022 ",85
"5209","120901000100300023 ",68
"5210","120901000100300025 ",82
"5211","120901000100300026B",105
"5212","120901000100300026C",107
"5213","120901000100300027A",56
"5214","120901000100300027B",30
"5215","120901000100300027C",68
"5216","120901000100300027D",53
"5217","120901000100300028C",73
"5218","120901000100300028E",72
"5219","120901000100300028F",45
"5220","120901000100300028G",35
"5221","120901000100300030 ",84
"5222","120901000100300031 ",168
"5223","120901000100300032A",60
"5224","120901000100300032D",54
"5225","120901000100300034 ",82
"5226","120901000100300035 ",117
"5227","120901000100300036 ",85
"5228","120901000100300038 ",57
"5229","120901000100300039A",82
"5230","120901000100300040B",172
"5231","120901000100300040C",124
"5232","120901000100300040D",131
"5233","120901000100300041A",177
"5234","120901000100300042 ",136
"5235","120901000100300042A",117
"5236","120901000100300043A",67
"5237","120901000100300043B",35
"5238","120901000100300043C",37
"5239","120901000100300044 ",53
"5240","120901000100300045 ",89
"5241","120901000100300046 ",82
"5242","120901000100300047 ",70
"5243","120901000100300048 ",68
"5244","120901000100300049 ",48
"5245","120901000100300050 ",50
"5246","120901000100300051E",264
"5247","120901000100300052A",61
"5248","120901000100300052B",73
"5249","120901000100300054 ",50
"5250","1209010001003008888",296
"5251","120901000600400001 ",32
"5252","120901000600400001A",31
"5253","120901000600400003 ",111
"5254","120901000600400004 ",61
"5255","120901000600400006B",33
"5256","120901000600400006C",72
"5257","120901000600400007B",59
"5258","120901000600400008 ",88
"5259","120901000600400009A",79
"5260","120901000600400009B",92
"5261","120901000600400010 ",212
"5262","1209010006004008888",83
"5263","120902000100100001 ",128
"5264","120902000100100002 ",61
"5265","120902000100100003 ",59
"5266","120902000100100003A",124
"5267","120902000100100005 ",77
"5268","120902000100100008 ",32
"5269","120902000100100009 ",34
"5270","120902000100100010 ",35
"5271","120902000100100011A",34
"5272","120902000100100014 ",78
"5273","120902000100100015 ",60
"5274","120902000100100021 ",72
"5275","120902000100100024B",90
"5276","120902000100100025 ",65
"5277","120902000100100026 ",55
"5278","120902000100100027 ",48
"5279","120902000100100028 ",89
"5280","120902000100100029 ",102
"5281","120902000100100031 ",71
"5282","120902000100100032 ",33
"5283","120902000100100033 ",60
"5284","120902000100100035 ",41
"5285","120902000100100036 ",34
"5286","120902000100100037 ",31
"5287","120902000100100038 ",44
"5288","120902000100100040 ",42
"5289","120902000100100041 ",70
"5290","120902000100100042 ",79
"5291","120902000100100043 ",104
"5292","120902000100100044 ",34
"5293","1209020001001008888",351
"5294","120902000100200004 ",41
"5295","120902000100200006 ",60
"5296","120902000100200007 ",53
"5297","120902000100200008 ",62
"5298","120902000100200010 ",70
"5299","120902000100200011 ",35
"5300","120902000100200015 ",102
"5301","120902000100200016 ",43
"5302","120902000100200017 ",30
"5303","120902000100200020 ",51
"5304","120902000100200021A",65
"5305","120902000100200022 ",44
"5306","120902000100200024 ",37
"5307","120902000100200024A",98
"5308","120902000100200027 ",61
"5309","120902000100200028 ",35
"5310","120902000100200030 ",117
"5311","120902000100200031 ",72
"5312","120902000100200032 ",44
"5313","1209020001002008888",150
"5314","120903000100100001 ",81
"5315","120903000100100001A",33
"5316","120903000100100003 ",35
"5317","120903000100100004 ",67
"5318","120903000100100006 ",49
"5319","120903000100100006F",54
"5320","120903000100100006H",107
"5321","120903000100100007 ",36
"5322","120903000100100008B",31
"5323","120903000100100008G",91
"5324","120903000100100008H",113
"5325","120903000100100011 ",36
"5326","120903000100100018 ",45
"5327","120903000100100020 ",44
"5328","120903000100100025 ",47
"5329","120903000100100027 ",49
"5330","120903000100100032 ",46
"5331","120903000100100035 ",39
"5332","120903000100100038 ",35
"5333","120903000100100039 ",44
"5334","120903000100100040 ",47
"5335","1209030001001008888",539
"5336","120903000100200004 ",35
"5337","120903000100200005 ",32
"5338","120903000100200007B",76
"5339","120903000100200017 ",53
"5340","120903000100200019 ",47
"5341","120903000100200022 ",47
"5342","120903000100200023 ",38
"5343","120903000100200030 ",33
"5344","120903000100200031 ",45
"5345","120903000100200032 ",42
"5346","120903000100200033A",49
"5347","120903000100200033E",69
"5348","120903000100200036 ",35
"5349","120903000100200037 ",55
"5350","120903000100200040B",83
"5351","120903000100200040C",43
"5352","120903000100200040E",37
"5353","120903000100200040F",130
"5354","120903000100200041A",213
"5355","120903000100200041B",35
"5356","120903000100200041C",79
"5357","120903000100200041E",192
"5358","120903000100200042 ",70
"5359","120903000100200043 ",30
"5360","120903000100200046C",31
"5361","1209030001002008888",497
"5362","120904000100100002 ",48
"5363","120904000100100014 ",35
"5364","120904000100100015 ",47
"5365","120904000100100018 ",31
"5366","120904000100100019 ",31
"5367","120904000100100021 ",45
"5368","120904000100100023 ",35
"5369","120904000100100025 ",44
"5370","120904000100100031 ",33
"5371","120904000100100032 ",35
"5372","120904000100100033 ",52
"5373","120904000100100041 ",32
"5374","120904000100100042 ",32
"5375","120904000100100043 ",31
"5376","120904000100100044A",52
"5377","120904000100100047 ",39
"5378","120904000100100058 ",41
"5379","1209040001001008888",648
"5380","120904000600200004 ",31
"5381","120904000600200012A",51
"5382","120904000600200034 ",33
"5383","1209040006002008888",387
"5384","120905000100100001B",96
"5385","120905000100100001D",65
"5386","120905000100100001F",37
"5387","120905000100100002A",120
"5388","120905000100100002B",52
"5389","120905000100100002C",30
"5390","120905000100100003 ",45
"5391","120905000100100003A",48
"5392","120905000100100003B",66
"5393","120905000100100003C",107
"5394","120905000100100004A",62
"5395","120905000100100004C",55
"5396","120905000100100004G",158
"5397","120905000100100004H",62
"5398","120905000100100004I",65
"5399","120905000100100004J",50
"5400","120905000100100004L",34
"5401","120905000100100006 ",48
"5402","120905000100100007 ",46
"5403","120905000100100009A",58
"5404","120905000100100009C",35
"5405","120905000100100011 ",99
"5406","120905000100100012 ",136
"5407","120905000100100016 ",92
"5408","120905000100100017 ",31
"5409","120905000100100019 ",65
"5410","120905000100100022 ",117
"5411","120905000100100022A",36
"5412","120905000100100023A",64
"5413","120905000100100023C",145
"5414","120905000100100026 ",135
"5415","120905000100100027A",59
"5416","120905000100100027C",89
"5417","120905000100100031A",186
"5418","120905000100100035 ",53
"5419","120905000100100036 ",56
"5420","120905000100100036A",69
"5421","120905000100100037 ",80
"5422","120905000100100038 ",240
"5423","120905000100100039 ",90
"5424","120905000100100040 ",142
"5425","120905000100100042 ",69
"5426","120905000100100043 ",72
"5427","120905000100100044 ",54
"5428","120905000100100045B",74
"5429","120905000100100046 ",37
"5430","120905000100100047 ",122
"5431","120905000100100048 ",75
"5432","1209050001001008888",2755
"5433","120905000700200002 ",34
"5434","120905000700200003 ",58
"5435","120905000700200004 ",36
"5436","120905000700200005 ",46
"5437","120905000700200007 ",88
"5438","120905000700200008 ",67
"5439","120905000700200009 ",50
"5440","120905000700200011 ",36
"5441","120905000700200012 ",72
"5442","120905000700200013 ",65
"5443","120905000700200014 ",51
"5444","120905000700200015 ",30
"5445","120905000700200016 ",45
"5446","120905000700200017 ",49
"5447","120905000700200018 ",41
"5448","1209050007002008888",126
"5449","120906000100100019B",78
"5450","120906000100100020H",37
"5451","120906000100100023 ",37
"5452","120906000100100030 ",30
"5453","120906000100100031 ",34
"5454","120906000100100032 ",50
"5455","1209060001001008888",387
"5456","120906000600200004A",31
"5457","120906000600200011 ",32
"5458","120906000600200022 ",47
"5459","120906000600200031 ",39
"5460","1209060006002008888",308
"5461","120907000100100001F",55
"5462","120907000100100026B",38
"5463","120907000100100029 ",31
"5464","120907000100100041 ",36
"5465","120907000100100044D",50
"5466","120907000100100044H",61
"5467","120907000100100048 ",32
"5468","120907000100100053A",57
"5469","1209070001001008888",713
"5470","120908000100100001 ",101
"5471","120908000100100002 ",44
"5472","120908000100100003 ",48
"5473","120908000100100004 ",43
"5474","120908000100100005 ",45
"5475","120908000100100006 ",44
"5476","120908000100100007 ",36
"5477","120908000100100008 ",65
"5478","120908000100100009 ",109
"5479","120908000100100018 ",45
"5480","120908000100100019 ",194
"5481","120908000100100020 ",59
"5482","120908000100100020A",222
"5483","120908000100100022 ",51
"5484","120908000100100023 ",35
"5485","120908000100100024 ",42
"5486","120908000100100026 ",31
"5487","120908000100100027 ",38
"5488","120908000100100028A",36
"5489","120908000100100029 ",33
"5490","120908000100100030 ",34
"5491","120908000100100034 ",33
"5492","120908000100100039 ",49
"5493","120908000100100040 ",69
"5494","120908000100100042 ",74
"5495","120908000100100043 ",64
"5496","120908000100100045B",252
"5497","120908000100100047B",37
"5498","120908000100100048 ",31
"5499","120908000100100049A",80
"5500","120908000100100050A",138
"5501","120908000100100051 ",39
"5502","120908000100100052A",121
"5503","120908000100100056 ",38
"5504","120908000100100056A",61
"5505","1209080001001008888",224
"5506","120909000100100009 ",36
"5507","120909000100100011 ",34
"5508","120909000100100018A",33
"5509","120909000100100020 ",30
"5510","120909000100100027B",33
"5511","1209090001001008888",355
