"","cod_manzana","departamento","provincia","distrito","centro_poblado","manzana","automovil","motocicleta","hombre","mujer","De 0  a 4 años","De 5  a 9 años","De 10 a 14 años","De 15 a 19 años","De 20 a 24 años","De 25 a 29 años","De 30 a 34 años","De 35 a 39 años","De 40 a 44 años","De 45 a 49 años","De 50 a 54 años","De 55 a 59 años","De 60 a 64 años","De 65 a 69 años","De 70 a 74 años","De 75 a 79 años","De 80 a 84 años","De 85 a 89 años","De 90 a 94 años","De 95 a más","total"
"1386","120107000100400006B"," Junin","Huancayo","Chilca","Chilca","Mza: 006B",6,3,89,80,11,19,19,19,16,20,10,8,11,9,10,7,2,6,1,0,0,1,0,0,169
"1387","120107000100400007 "," Junin","Huancayo","Chilca","Chilca","Mza: 007",1,0,30,39,7,6,5,7,7,6,3,7,5,0,1,4,3,6,1,1,0,0,0,0,69
"1388","120107000100400008 "," Junin","Huancayo","Chilca","Chilca","Mza: 008",6,2,102,96,13,21,23,18,12,21,9,15,16,15,6,6,4,9,4,2,3,1,0,0,198
"1389","120107000100400009 "," Junin","Huancayo","Chilca","Chilca","Mza: 009",2,2,88,90,17,11,12,20,15,24,11,8,8,11,9,7,8,7,5,2,1,1,0,1,178
"1390","120107000100400010 "," Junin","Huancayo","Chilca","Chilca","Mza: 010",3,2,42,42,8,3,5,9,11,9,7,6,3,7,5,4,1,3,2,1,0,0,0,0,84
"1391","120107000100400011 "," Junin","Huancayo","Chilca","Chilca","Mza: 011",1,1,26,44,6,5,9,6,11,7,4,1,2,7,7,1,2,1,0,1,0,0,0,0,70
"1392","120107000100400013 "," Junin","Huancayo","Chilca","Chilca","Mza: 013",3,1,46,47,6,4,8,12,6,9,6,11,8,5,6,3,2,5,1,0,0,1,0,0,93
"1393","120107000100400014 "," Junin","Huancayo","Chilca","Chilca","Mza: 014",2,3,38,34,8,3,6,5,8,7,7,8,3,2,4,5,4,0,2,0,0,0,0,0,72
"1394","120107000100400015 "," Junin","Huancayo","Chilca","Chilca","Mza: 015",6,1,30,46,3,4,7,7,10,10,4,9,10,3,0,1,3,3,1,0,1,0,0,0,76
"1395","120107000100400016 "," Junin","Huancayo","Chilca","Chilca","Mza: 016",1,0,43,35,3,9,4,9,10,10,8,1,4,8,1,4,3,2,1,1,0,0,0,0,78
"1396","120107000100400017A"," Junin","Huancayo","Chilca","Chilca","Mza: 017A",1,1,23,21,7,2,5,0,5,3,3,3,3,1,2,1,5,1,2,0,0,1,0,0,44
"1397","120107000100400017B"," Junin","Huancayo","Chilca","Chilca","Mza: 017B",4,5,125,152,23,25,24,27,31,30,29,19,13,16,12,5,8,10,0,1,2,1,1,0,277
"1398","120107000100400018 "," Junin","Huancayo","Chilca","Chilca","Mza: 018",1,0,25,26,3,8,5,3,6,1,6,4,3,2,3,3,0,1,1,1,0,1,0,0,51
"1399","120107000100400019 "," Junin","Huancayo","Chilca","Chilca","Mza: 019",2,0,20,24,4,5,3,0,3,1,0,6,3,3,3,2,3,1,2,0,3,1,0,1,44
"1400","120107000100400020 "," Junin","Huancayo","Chilca","Chilca","Mza: 020",3,1,23,36,5,6,2,5,5,3,3,4,4,9,6,2,0,2,1,0,1,0,1,0,59
"1401","120107000100400021 "," Junin","Huancayo","Chilca","Chilca","Mza: 021",6,1,51,55,6,12,5,6,5,9,15,8,4,8,8,6,3,4,3,3,1,0,0,0,106
"1402","120107000100400022 "," Junin","Huancayo","Chilca","Chilca","Mza: 022",3,3,52,52,12,10,6,4,15,13,10,5,5,7,2,3,3,2,1,4,0,1,0,1,104
"1403","120107000100400023 "," Junin","Huancayo","Chilca","Chilca","Mza: 023",8,1,70,88,13,15,11,10,18,9,15,10,11,7,7,5,10,8,4,2,1,1,1,0,158
"1404","120107000100400024 "," Junin","Huancayo","Chilca","Chilca","Mza: 024",14,4,88,100,14,16,12,14,9,16,17,18,11,16,10,10,6,8,2,5,2,1,1,0,188
"1405","120107000100400025 "," Junin","Huancayo","Chilca","Chilca","Mza: 025",7,1,22,20,2,1,5,2,0,3,1,4,1,1,5,7,4,0,1,2,0,2,0,1,42
"1406","120107000100400026 "," Junin","Huancayo","Chilca","Chilca","Mza: 026",4,0,26,33,6,8,6,7,7,6,3,3,5,2,4,1,1,0,0,0,0,0,0,0,59
"1407","120107000100400028 "," Junin","Huancayo","Chilca","Chilca","Mza: 028",3,2,42,50,7,9,6,10,5,6,10,15,5,4,5,2,1,4,2,1,0,0,0,0,92
"1408","120107000100400029 "," Junin","Huancayo","Chilca","Chilca","Mza: 029",6,1,58,49,3,7,9,12,9,13,5,9,11,10,3,6,7,2,0,0,0,1,0,0,107
"1409","120107000100400030 "," Junin","Huancayo","Chilca","Chilca","Mza: 030",2,1,17,22,3,3,5,3,3,4,2,2,3,1,2,2,0,3,1,1,0,0,1,0,39
"1410","120107000100400031A"," Junin","Huancayo","Chilca","Chilca","Mza: 031A",5,1,35,40,9,5,4,11,5,7,4,10,0,2,6,4,2,1,2,2,1,0,0,0,75
"1411","120107000100400032 "," Junin","Huancayo","Chilca","Chilca","Mza: 032",1,1,34,28,7,4,6,3,9,8,8,2,0,1,4,2,4,3,0,0,1,0,0,0,62
"1412","120107000100400033 "," Junin","Huancayo","Chilca","Chilca","Mza: 033",0,0,18,18,7,3,4,3,4,3,0,4,1,4,0,1,0,0,0,0,1,1,0,0,36
"1413","120107000100400034A"," Junin","Huancayo","Chilca","Chilca","Mza: 034A",0,0,19,23,4,7,2,7,3,4,0,4,7,1,1,0,1,0,1,0,0,0,0,0,42
"1414","120107000100400034C"," Junin","Huancayo","Chilca","Chilca","Mza: 034C",5,4,68,75,9,13,18,14,16,19,14,10,7,6,9,3,2,1,0,1,1,0,0,0,143
"1415","120107000100400034E"," Junin","Huancayo","Chilca","Chilca","Mza: 034E",1,2,30,37,7,5,10,4,11,7,6,4,3,4,1,2,2,0,1,0,0,0,0,0,67
"1416","120107000100400034F"," Junin","Huancayo","Chilca","Chilca","Mza: 034F",2,1,13,17,5,6,3,1,1,0,6,5,2,0,0,0,0,1,0,0,0,0,0,0,30
"1417","120107000100400034G"," Junin","Huancayo","Chilca","Chilca","Mza: 034G",11,8,175,198,39,31,47,43,35,30,34,29,25,13,15,11,10,6,4,0,0,1,0,0,373
"1418","120107000100400035 "," Junin","Huancayo","Chilca","Chilca","Mza: 035",6,0,29,34,5,5,5,8,7,7,5,3,5,2,6,0,3,0,0,2,0,0,0,0,63
"1419","120107000100400036 "," Junin","Huancayo","Chilca","Chilca","Mza: 036",2,3,59,65,10,11,13,15,10,10,13,12,8,3,9,1,0,3,3,3,0,0,0,0,124
"1420","120107000100400037 "," Junin","Huancayo","Chilca","Chilca","Mza: 037",5,1,35,56,5,15,5,5,5,5,6,8,11,5,4,4,2,3,4,2,2,0,0,0,91
"1421","120107000100400038 "," Junin","Huancayo","Chilca","Chilca","Mza: 038",0,1,23,25,5,6,4,6,2,6,4,3,3,3,4,0,1,1,0,0,0,0,0,0,48
"1422","120107000100400039 "," Junin","Huancayo","Chilca","Chilca","Mza: 039",9,4,65,73,6,7,12,13,15,8,12,9,8,10,9,11,3,4,8,1,2,0,0,0,138
"1423","120107000100400040 "," Junin","Huancayo","Chilca","Chilca","Mza: 040",2,0,40,45,5,5,6,11,9,7,6,2,2,4,7,7,3,5,2,1,1,2,0,0,85
"1424","120107000100400041 "," Junin","Huancayo","Chilca","Chilca","Mza: 041",9,2,45,53,5,7,3,7,8,13,8,5,8,6,4,4,5,4,4,3,2,1,1,0,98
"1425","120107000100400042 "," Junin","Huancayo","Chilca","Chilca","Mza: 042",10,2,67,64,10,11,8,9,7,18,13,6,7,6,9,7,6,2,4,5,2,0,1,0,131
"1426","120107000100400043 "," Junin","Huancayo","Chilca","Chilca","Mza: 043",4,1,50,46,9,7,7,9,6,5,7,6,10,11,1,3,4,5,3,1,0,0,2,0,96
"1427","120107000100400044 "," Junin","Huancayo","Chilca","Chilca","Mza: 044",3,1,44,60,9,6,7,15,9,7,15,6,5,6,6,6,0,1,2,2,2,0,0,0,104
"1428","120107000100400045 "," Junin","Huancayo","Chilca","Chilca","Mza: 045",2,1,35,42,8,5,3,7,9,7,6,5,3,8,2,4,1,2,1,5,1,0,0,0,77
"1429","120107000100400046 "," Junin","Huancayo","Chilca","Chilca","Mza: 046",11,2,48,57,6,5,11,6,14,11,8,3,7,5,13,6,2,3,1,1,1,2,0,0,105
"1430","120107000100400047 "," Junin","Huancayo","Chilca","Chilca","Mza: 047",3,1,75,79,11,11,15,10,14,10,14,13,8,8,8,7,11,6,5,1,1,1,0,0,154
"1431","120107000100400048A"," Junin","Huancayo","Chilca","Chilca","Mza: 048A",9,2,138,129,25,24,28,25,18,26,21,24,18,15,9,9,7,8,4,4,1,0,1,0,267
"1432","120107000100400049 "," Junin","Huancayo","Chilca","Chilca","Mza: 049",13,4,125,133,32,24,27,15,24,21,14,24,19,16,7,10,12,6,2,4,0,0,1,0,258
"1433","120107000100400050 "," Junin","Huancayo","Chilca","Chilca","Mza: 050",10,3,101,114,17,20,19,23,23,15,19,21,14,7,11,5,5,2,8,4,0,1,0,1,215
"1434","120107000100400051A"," Junin","Huancayo","Chilca","Chilca","Mza: 051A",9,4,117,121,16,16,21,18,37,31,18,13,12,10,18,9,7,3,3,3,1,2,0,0,238
"1435","120107000100400054G"," Junin","Huancayo","Chilca","Chilca","Mza: 054G",3,2,84,91,14,14,18,23,27,17,20,14,10,10,4,1,2,1,0,0,0,0,0,0,175
"1436","120107000100400054H"," Junin","Huancayo","Chilca","Chilca","Mza: 054H",3,3,124,118,18,16,31,30,21,23,27,20,17,11,9,5,7,4,1,1,0,1,0,0,242
"1437","120107000100400054I"," Junin","Huancayo","Chilca","Chilca","Mza: 054I",1,1,30,21,5,4,10,5,3,3,4,6,5,1,2,3,0,0,0,0,0,0,0,0,51
"1438","120107000100400054J"," Junin","Huancayo","Chilca","Chilca","Mza: 054J",2,0,32,30,9,6,10,6,2,4,7,6,5,1,4,2,0,0,0,0,0,0,0,0,62
"1439","120107000100400054K"," Junin","Huancayo","Chilca","Chilca","Mza: 054K",0,0,12,22,1,2,5,5,4,2,1,3,1,3,1,2,1,2,0,0,1,0,0,0,34
"1440","120107000100400054L"," Junin","Huancayo","Chilca","Chilca","Mza: 054L",33,17,566,612,111,117,118,126,137,120,92,73,76,53,47,35,25,17,13,12,1,2,1,2,1178
"1441","120107000100400055 "," Junin","Huancayo","Chilca","Chilca","Mza: 055",3,5,91,107,11,22,17,27,16,18,11,6,22,13,12,5,9,2,3,1,2,0,1,0,198
"1442","120107000100400056 "," Junin","Huancayo","Chilca","Chilca","Mza: 056",6,3,63,66,10,9,6,11,12,9,19,14,7,7,4,3,8,4,2,2,2,0,0,0,129
"1443","120107000100400057A"," Junin","Huancayo","Chilca","Chilca","Mza: 057A",4,1,46,47,5,7,7,7,13,10,5,4,11,7,6,1,3,3,3,0,1,0,0,0,93
"1444","120107000100400057B"," Junin","Huancayo","Chilca","Chilca","Mza: 057B",11,7,156,162,32,36,22,39,33,35,28,22,18,4,14,11,11,4,4,2,2,1,0,0,318
"1445","120107000100400058A"," Junin","Huancayo","Chilca","Chilca","Mza: 058A",2,1,50,39,6,7,9,11,10,10,4,4,1,5,6,8,2,2,0,3,0,1,0,0,89
"1446","120107000100400058B"," Junin","Huancayo","Chilca","Chilca","Mza: 058B",1,1,44,32,5,6,10,6,7,5,8,6,5,7,4,3,0,0,2,1,0,1,0,0,76
"1447","120107000100400059 "," Junin","Huancayo","Chilca","Chilca","Mza: 059",2,0,14,18,3,2,4,3,3,3,1,2,3,1,0,0,3,1,1,2,0,0,0,0,32
"1448","120107000100400060D"," Junin","Huancayo","Chilca","Chilca","Mza: 060D",4,2,45,49,7,8,7,4,16,7,7,11,2,6,5,2,2,3,4,1,1,0,1,0,94
"1449","120107000100400060F"," Junin","Huancayo","Chilca","Chilca","Mza: 060F",2,1,25,31,3,3,8,6,8,6,4,1,3,5,2,5,0,0,0,1,0,1,0,0,56
"1450","1201070001004008888"," Junin","Huancayo","Chilca","Chilca","Mza: 8888",1,5,48,49,9,8,11,8,8,11,10,7,8,2,4,2,4,1,1,1,1,1,0,0,97
"1451","120107000100500001B"," Junin","Huancayo","Chilca","Chilca","Mza: 001B",1,1,37,40,8,3,10,10,6,5,12,9,0,1,4,5,3,1,0,0,0,0,0,0,77
"1452","120107000100500002A"," Junin","Huancayo","Chilca","Chilca","Mza: 002A",0,0,23,27,10,3,4,2,6,4,2,7,2,2,4,2,0,0,0,0,2,0,0,0,50
"1453","120107000100500003A"," Junin","Huancayo","Chilca","Chilca","Mza: 003A",0,0,15,17,4,4,4,1,2,2,4,2,2,3,1,0,0,0,0,2,1,0,0,0,32
"1454","120107000100500005B"," Junin","Huancayo","Chilca","Chilca","Mza: 005B",1,1,28,38,6,13,8,9,4,3,4,4,3,2,4,4,0,1,0,0,1,0,0,0,66
"1455","120107000100500005F"," Junin","Huancayo","Chilca","Chilca","Mza: 005F",1,0,23,19,2,5,9,2,2,3,2,7,3,2,0,1,0,1,1,2,0,0,0,0,42
"1456","120107000100500005H"," Junin","Huancayo","Chilca","Chilca","Mza: 005H",0,1,19,17,3,4,4,5,3,4,4,2,2,2,2,0,1,0,0,0,0,0,0,0,36
"1457","120107000100500006D"," Junin","Huancayo","Chilca","Chilca","Mza: 006D",1,0,24,27,5,4,5,7,7,3,6,3,4,1,3,0,1,1,0,0,1,0,0,0,51
"1458","120107000100500006K"," Junin","Huancayo","Chilca","Chilca","Mza: 006K",0,1,20,29,4,4,2,3,9,5,4,3,0,0,1,8,2,3,0,1,0,0,0,0,49
"1459","120107000100500006L"," Junin","Huancayo","Chilca","Chilca","Mza: 006L",1,0,20,18,4,3,5,4,5,2,0,3,1,0,1,2,3,1,1,1,1,1,0,0,38
"1460","120107000100500009A"," Junin","Huancayo","Chilca","Chilca","Mza: 009A",0,0,12,19,7,2,2,1,5,3,1,0,0,1,2,1,0,2,2,1,1,0,0,0,31
"1461","120107000100500009B"," Junin","Huancayo","Chilca","Chilca","Mza: 009B",1,0,26,18,3,7,7,6,3,3,7,0,0,2,2,1,0,0,1,0,0,2,0,0,44
"1462","120107000100500009D"," Junin","Huancayo","Chilca","Chilca","Mza: 009D",2,1,25,25,6,4,5,6,3,6,4,4,3,3,1,0,4,1,0,0,0,0,0,0,50
"1463","120107000100500009K"," Junin","Huancayo","Chilca","Chilca","Mza: 009K",1,1,35,43,4,10,11,9,11,5,6,7,4,3,1,3,1,0,1,0,1,1,0,0,78
"1464","120107000100500009L"," Junin","Huancayo","Chilca","Chilca","Mza: 009L",1,2,26,34,6,2,4,9,9,6,4,1,1,2,5,6,3,1,1,0,0,0,0,0,60
"1465","120107000100500011A"," Junin","Huancayo","Chilca","Chilca","Mza: 011A",4,2,23,25,4,4,3,5,3,3,5,2,8,4,1,2,0,3,0,1,0,0,0,0,48
"1466","120107000100500012 "," Junin","Huancayo","Chilca","Chilca","Mza: 012",5,1,50,54,9,11,9,11,13,9,7,9,5,7,1,2,3,2,3,1,1,0,1,0,104
"1467","120107000100500013 "," Junin","Huancayo","Chilca","Chilca","Mza: 013",0,0,21,21,5,3,3,3,8,4,3,2,1,4,3,1,1,1,0,0,0,0,0,0,42
"1468","120107000100500014 "," Junin","Huancayo","Chilca","Chilca","Mza: 014",4,1,29,25,6,5,5,2,7,0,10,6,2,4,3,3,0,1,0,0,0,0,0,0,54
"1469","120107000100500015 "," Junin","Huancayo","Chilca","Chilca","Mza: 015",5,3,25,28,3,3,6,10,5,4,0,2,4,1,5,6,1,1,0,1,0,1,0,0,53
"1470","120107000100500016A"," Junin","Huancayo","Chilca","Chilca","Mza: 016A",1,1,13,27,3,4,6,3,4,3,5,4,4,2,0,1,1,0,0,0,0,0,0,0,40
"1471","120107000100500016D"," Junin","Huancayo","Chilca","Chilca","Mza: 016D",4,2,24,30,5,3,10,4,6,4,6,6,5,1,3,0,0,0,1,0,0,0,0,0,54
"1472","120107000100500017 "," Junin","Huancayo","Chilca","Chilca","Mza: 017",3,3,40,36,6,8,6,7,10,3,7,6,8,3,1,6,3,1,0,1,0,0,0,0,76
"1473","120107000100500019C"," Junin","Huancayo","Chilca","Chilca","Mza: 019C",1,0,19,27,3,6,9,4,4,4,3,2,2,4,2,1,1,1,0,0,0,0,0,0,46
"1474","120107000100500019D"," Junin","Huancayo","Chilca","Chilca","Mza: 019D",0,0,16,19,7,3,5,2,7,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0,35
"1475","120107000100500020D"," Junin","Huancayo","Chilca","Chilca","Mza: 020D",0,1,11,24,5,1,5,10,3,0,1,4,3,1,0,0,2,0,0,0,0,0,0,0,35
"1476","120107000100500020E"," Junin","Huancayo","Chilca","Chilca","Mza: 020E",0,0,23,26,9,6,12,4,4,4,4,2,2,2,0,0,0,0,0,0,0,0,0,0,49
"1477","120107000100500020G"," Junin","Huancayo","Chilca","Chilca","Mza: 020G",0,0,17,26,5,2,5,11,5,2,1,3,2,3,2,2,0,0,0,0,0,0,0,0,43
"1478","120107000100500020M"," Junin","Huancayo","Chilca","Chilca","Mza: 020M",0,0,13,18,4,4,7,3,2,4,2,2,1,0,1,0,0,0,1,0,0,0,0,0,31
"1479","120107000100500020S"," Junin","Huancayo","Chilca","Chilca","Mza: 020S",0,0,26,23,7,5,5,6,4,4,4,4,1,1,4,1,0,1,1,1,0,0,0,0,49
"1480","120107000100500020Y"," Junin","Huancayo","Chilca","Chilca","Mza: 020Y",1,0,17,17,1,4,8,2,3,2,5,2,3,2,0,0,0,1,0,1,0,0,0,0,34
"1481","120107000100500021A"," Junin","Huancayo","Chilca","Chilca","Mza: 021A",1,0,91,89,21,14,15,19,14,16,11,21,16,11,1,3,6,4,3,3,1,1,0,0,180
"1482","120107000100500022A"," Junin","Huancayo","Chilca","Chilca","Mza: 022A",3,2,22,36,1,1,0,4,11,5,2,6,6,5,6,6,2,1,0,1,1,0,0,0,58
"1483","120107000100500023C"," Junin","Huancayo","Chilca","Chilca","Mza: 023C",7,5,85,78,10,15,16,23,15,13,10,10,9,13,10,5,4,2,6,1,1,0,0,0,163
"1484","120107000100500024A"," Junin","Huancayo","Chilca","Chilca","Mza: 024A",2,0,42,50,8,2,6,14,7,12,9,5,3,3,4,7,3,3,1,3,0,1,0,1,92
"1485","120107000100500024B"," Junin","Huancayo","Chilca","Chilca","Mza: 024B",5,1,20,17,8,5,3,1,2,5,4,3,2,1,1,0,2,0,0,0,0,0,0,0,37
"1486","120107000100500025B"," Junin","Huancayo","Chilca","Chilca","Mza: 025B",5,1,38,36,5,11,4,10,6,7,5,6,5,5,3,4,0,0,1,2,0,0,0,0,74
"1487","120107000100500026C"," Junin","Huancayo","Chilca","Chilca","Mza: 026C",6,1,45,43,8,7,8,7,10,8,8,6,3,5,8,4,1,1,2,1,0,0,1,0,88
"1488","120107000100500027 "," Junin","Huancayo","Chilca","Chilca","Mza: 027",1,0,39,30,12,6,6,4,8,7,7,3,2,1,3,4,0,3,2,0,1,0,0,0,69
"1489","120107000100500028B"," Junin","Huancayo","Chilca","Chilca","Mza: 028B",1,0,15,15,2,3,1,4,2,5,2,2,2,2,0,0,1,2,2,0,0,0,0,0,30
"1490","120107000100500029B"," Junin","Huancayo","Chilca","Chilca","Mza: 029B",0,0,18,23,6,1,4,7,6,3,3,1,3,1,6,0,0,0,0,0,0,0,0,0,41
"1491","120107000100500029D"," Junin","Huancayo","Chilca","Chilca","Mza: 029D",0,0,14,24,3,4,7,5,4,3,1,4,2,2,2,1,0,0,0,0,0,0,0,0,38
"1492","120107000100500029E"," Junin","Huancayo","Chilca","Chilca","Mza: 029E",0,0,17,16,5,4,4,1,3,4,3,1,1,3,3,0,1,0,0,0,0,0,0,0,33
"1493","120107000100500029F"," Junin","Huancayo","Chilca","Chilca","Mza: 029F",0,0,27,35,10,6,6,10,6,2,5,3,2,2,5,2,0,1,2,0,0,0,0,0,62
"1494","120107000100500029I"," Junin","Huancayo","Chilca","Chilca","Mza: 029I",0,0,19,14,3,5,7,4,4,0,4,2,2,0,2,0,0,0,0,0,0,0,0,0,33
"1495","120107000100500030B"," Junin","Huancayo","Chilca","Chilca","Mza: 030B",0,0,20,24,3,1,4,8,8,4,1,1,5,6,1,0,0,1,1,0,0,0,0,0,44
"1496","120107000100500030D"," Junin","Huancayo","Chilca","Chilca","Mza: 030D",0,0,20,22,1,2,5,7,8,1,4,2,2,4,1,2,1,0,0,0,0,1,1,0,42
"1497","120107000100500030H"," Junin","Huancayo","Chilca","Chilca","Mza: 030H",0,1,15,18,2,5,5,9,1,3,3,1,3,1,0,0,0,0,0,0,0,0,0,0,33
"1498","120107000100500030I"," Junin","Huancayo","Chilca","Chilca","Mza: 030I",0,1,24,23,7,8,4,2,7,8,4,1,0,2,1,2,1,0,0,0,0,0,0,0,47
"1499","120107000100500030J"," Junin","Huancayo","Chilca","Chilca","Mza: 030J",0,0,21,16,5,6,8,3,3,1,3,1,2,3,0,0,0,0,2,0,0,0,0,0,37
"1500","120107000100500034 "," Junin","Huancayo","Chilca","Chilca","Mza: 034",0,1,18,29,6,6,5,2,6,6,5,1,3,2,1,1,1,1,1,0,0,0,0,0,47
"1501","120107000100500036 "," Junin","Huancayo","Chilca","Chilca","Mza: 036",2,0,33,32,6,2,7,10,7,6,4,4,2,2,6,3,3,0,2,0,1,0,0,0,65
"1502","120107000100500037 "," Junin","Huancayo","Chilca","Chilca","Mza: 037",0,0,26,30,6,7,3,2,5,9,7,2,1,4,1,3,3,1,0,1,1,0,0,0,56
"1503","120107000100500038 "," Junin","Huancayo","Chilca","Chilca","Mza: 038",1,0,55,67,9,12,13,10,16,12,6,13,5,8,3,4,5,3,0,2,0,1,0,0,122
"1504","120107000100500039 "," Junin","Huancayo","Chilca","Chilca","Mza: 039",3,2,53,58,17,18,12,11,14,6,8,7,5,3,5,2,1,1,1,0,0,0,0,0,111
"1505","120107000100500040A"," Junin","Huancayo","Chilca","Chilca","Mza: 040A",1,0,17,22,4,4,7,4,2,2,1,4,1,2,5,1,0,2,0,0,0,0,0,0,39
"1506","120107000100500041 "," Junin","Huancayo","Chilca","Chilca","Mza: 041",1,1,27,27,6,8,6,4,5,4,6,3,3,2,3,3,0,1,0,0,0,0,0,0,54
"1507","120107000100500042 "," Junin","Huancayo","Chilca","Chilca","Mza: 042",1,1,49,42,12,8,10,13,12,9,5,2,6,4,3,2,1,2,0,2,0,0,0,0,91
"1508","120107000100500043 "," Junin","Huancayo","Chilca","Chilca","Mza: 043",1,0,21,30,3,9,6,5,4,4,3,5,4,3,0,0,1,2,2,0,0,0,0,0,51
"1509","120107000100500044 "," Junin","Huancayo","Chilca","Chilca","Mza: 044",2,1,16,24,3,4,1,3,5,5,4,4,1,0,3,6,1,0,0,0,0,0,0,0,40
"1510","120107000100500046B"," Junin","Huancayo","Chilca","Chilca","Mza: 046B",11,5,37,32,7,9,5,8,7,5,12,1,2,5,1,2,2,2,0,0,1,0,0,0,69
"1511","120107000100500049 "," Junin","Huancayo","Chilca","Chilca","Mza: 049",2,1,16,22,6,2,5,2,7,3,2,2,1,1,1,3,0,2,1,0,0,0,0,0,38
"1512","120107000100500050 "," Junin","Huancayo","Chilca","Chilca","Mza: 050",5,0,32,35,6,9,6,6,4,10,6,4,3,3,4,1,0,1,2,0,1,0,1,0,67
"1513","120107000100500051 "," Junin","Huancayo","Chilca","Chilca","Mza: 051",0,2,26,29,5,6,3,7,7,11,2,0,2,4,4,1,3,0,0,0,0,0,0,0,55
"1514","120107000100500053A"," Junin","Huancayo","Chilca","Chilca","Mza: 053A",2,0,19,20,5,0,2,3,7,5,5,2,1,3,2,0,3,0,0,1,0,0,0,0,39
"1515","120107000100500054 "," Junin","Huancayo","Chilca","Chilca","Mza: 054",0,1,31,29,6,4,2,7,7,6,6,4,4,3,4,3,1,1,2,0,0,0,0,0,60
"1516","120107000100500055 "," Junin","Huancayo","Chilca","Chilca","Mza: 055",0,0,41,35,9,3,7,10,12,6,10,2,1,4,2,5,2,2,1,0,0,0,0,0,76
"1517","120107000100500057 "," Junin","Huancayo","Chilca","Chilca","Mza: 057",1,1,35,48,8,6,12,9,9,5,4,9,0,1,4,6,4,0,2,4,0,0,0,0,83
"1518","120107000100500059 "," Junin","Huancayo","Chilca","Chilca","Mza: 059",1,0,30,32,7,6,4,8,4,5,6,7,5,1,3,0,0,5,0,1,0,0,0,0,62
"1519","120107000100500060 "," Junin","Huancayo","Chilca","Chilca","Mza: 060",3,1,35,27,6,3,6,10,10,7,1,0,5,5,4,2,3,0,0,0,0,0,0,0,62
"1520","120107000100500060C"," Junin","Huancayo","Chilca","Chilca","Mza: 060C",1,0,44,44,13,10,11,7,11,10,8,8,2,5,0,2,0,0,0,0,0,0,1,0,88
"1521","120107000100500061A"," Junin","Huancayo","Chilca","Chilca","Mza: 061A",3,2,43,58,10,10,10,10,20,11,2,7,3,4,4,3,4,1,1,0,0,1,0,0,101
"1522","120107000100500061B"," Junin","Huancayo","Chilca","Chilca","Mza: 061B",0,0,20,15,1,3,5,5,4,4,3,1,4,3,0,2,0,0,0,0,0,0,0,0,35
"1523","120107000100500061G"," Junin","Huancayo","Chilca","Chilca","Mza: 061G",1,1,17,20,5,3,1,7,4,4,1,3,1,2,2,1,1,1,1,0,0,0,0,0,37
"1524","120107000100500062C"," Junin","Huancayo","Chilca","Chilca","Mza: 062C",4,0,21,23,9,5,4,3,3,6,5,3,0,0,3,1,0,1,0,1,0,0,0,0,44
"1525","120107000100500062D"," Junin","Huancayo","Chilca","Chilca","Mza: 062D",1,0,27,44,6,8,15,9,3,4,4,6,6,2,3,2,1,1,1,0,0,0,0,0,71
"1526","120107000100500062E"," Junin","Huancayo","Chilca","Chilca","Mza: 062E",0,0,23,18,4,6,8,7,2,2,5,2,2,2,0,0,0,0,0,1,0,0,0,0,41
"1527","120107000100500062H"," Junin","Huancayo","Chilca","Chilca","Mza: 062H",0,0,21,22,9,6,4,4,4,4,6,2,0,0,3,0,0,1,0,0,0,0,0,0,43
"1528","120107000100500064 "," Junin","Huancayo","Chilca","Chilca","Mza: 064",1,1,65,67,9,15,18,16,14,7,8,14,13,7,4,2,0,2,1,2,0,0,0,0,132
"1529","1201070001005008888"," Junin","Huancayo","Chilca","Chilca","Mza: 8888",13,5,390,422,68,73,96,104,76,64,77,50,48,35,40,26,22,6,13,9,4,1,0,0,812
"1530","120107000100600001 "," Junin","Huancayo","Chilca","Chilca","Mza: 001",4,1,70,80,18,10,14,7,13,9,19,12,12,5,8,6,5,1,4,3,2,1,1,0,150
"1531","120107000100600002 "," Junin","Huancayo","Chilca","Chilca","Mza: 002",6,2,47,65,6,7,13,11,8,5,16,4,3,8,10,2,7,2,1,2,5,2,0,0,112
"1532","120107000100600003 "," Junin","Huancayo","Chilca","Chilca","Mza: 003",6,1,37,42,6,7,10,4,5,10,10,6,2,3,6,6,3,0,0,1,0,0,0,0,79
"1533","120107000100600004 "," Junin","Huancayo","Chilca","Chilca","Mza: 004",3,2,62,71,11,7,15,16,15,11,7,15,6,4,1,6,10,1,3,3,1,0,1,0,133
"1534","120107000100600005 "," Junin","Huancayo","Chilca","Chilca","Mza: 005",3,2,77,86,16,14,15,17,7,21,12,15,11,6,6,6,0,8,4,2,1,2,0,0,163
"1535","120107000100600006 "," Junin","Huancayo","Chilca","Chilca","Mza: 006",6,8,75,90,6,13,6,21,25,16,9,11,9,14,11,5,7,2,3,3,2,0,2,0,165
"1536","120107000100600007 "," Junin","Huancayo","Chilca","Chilca","Mza: 007",6,3,82,80,17,11,12,8,15,18,13,17,10,6,8,8,4,8,4,1,0,0,2,0,162
