"","cod_manzana","departamento","provincia","distrito","centro_poblado","manzana","automovil","motocicleta","hombre","mujer","De 0  a 4 años","De 5  a 9 años","De 10 a 14 años","De 15 a 19 años","De 20 a 24 años","De 25 a 29 años","De 30 a 34 años","De 35 a 39 años","De 40 a 44 años","De 45 a 49 años","De 50 a 54 años","De 55 a 59 años","De 60 a 64 años","De 65 a 69 años","De 70 a 74 años","De 75 a 79 años","De 80 a 84 años","De 85 a 89 años","De 90 a 94 años","De 95 a más","total"
"4267","120129000100100071 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 071",9,4,63,87,15,15,13,16,14,14,7,6,18,7,4,4,4,4,5,1,2,1,0,0,150
"4268","1201290001001008888"," Junin","Huancayo","San Agustin","San Agustin","Mza: 8888",8,7,147,201,55,23,22,26,34,32,26,22,18,11,16,15,19,8,8,4,7,1,1,0,348
"4269","120129000100200001 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 001",3,2,34,38,3,6,7,5,11,5,3,0,6,7,6,1,3,2,3,2,1,1,0,0,72
"4270","120129000100200002A"," Junin","Huancayo","San Agustin","San Agustin","Mza: 002A",5,3,37,71,7,14,8,11,13,12,8,3,3,7,6,3,3,3,1,3,2,1,0,0,108
"4271","120129000100200002D"," Junin","Huancayo","San Agustin","San Agustin","Mza: 002D",2,1,16,23,4,8,1,3,1,1,5,4,1,2,2,1,1,3,1,0,0,0,1,0,39
"4272","120129000100200002E"," Junin","Huancayo","San Agustin","San Agustin","Mza: 002E",0,2,20,21,3,5,3,9,1,1,3,6,3,1,0,1,2,1,2,0,0,0,0,0,41
"4273","120129000100200002F"," Junin","Huancayo","San Agustin","San Agustin","Mza: 002F",3,8,48,56,10,10,10,10,13,6,8,7,5,6,5,8,2,0,0,0,3,1,0,0,104
"4274","120129000100200002G"," Junin","Huancayo","San Agustin","San Agustin","Mza: 002G",2,0,21,28,2,8,4,4,1,2,3,4,4,2,3,1,2,1,4,1,3,0,0,0,49
"4275","120129000100200002H"," Junin","Huancayo","San Agustin","San Agustin","Mza: 002H",2,2,19,25,9,3,6,2,3,5,1,6,2,1,2,2,2,0,0,0,0,0,0,0,44
"4276","120129000100200005 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 005",3,2,19,23,2,1,5,3,6,3,3,4,0,1,4,5,1,1,2,1,0,0,0,0,42
"4277","120129000100200006 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 006",4,1,34,46,8,9,9,6,6,8,8,5,3,4,3,2,3,1,1,0,4,0,0,0,80
"4278","120129000100200007 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 007",2,2,33,30,4,9,6,4,6,7,3,10,3,4,0,2,3,0,1,1,0,0,0,0,63
"4279","120129000100200009 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 009",1,1,27,25,4,6,7,6,4,2,6,1,6,1,1,3,2,0,2,0,1,0,0,0,52
"4280","120129000100200011 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 011",1,0,26,31,4,3,8,5,10,5,4,3,2,1,5,2,3,0,0,1,0,0,1,0,57
"4281","120129000100200012 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 012",3,1,23,23,1,6,5,4,4,2,2,3,3,5,2,2,2,2,2,1,0,0,0,0,46
"4282","120129000100200013 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 013",0,2,19,22,4,2,3,2,2,8,6,2,1,0,3,2,2,1,1,0,1,0,1,0,41
"4283","120129000100200014 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 014",5,2,34,38,5,10,12,6,6,3,5,6,3,5,2,2,4,1,2,0,0,0,0,0,72
"4284","120129000100200015 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 015",1,1,19,21,4,4,2,3,4,4,1,3,2,1,4,2,2,0,2,0,1,1,0,0,40
"4285","120129000100200016 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 016",1,0,14,20,2,5,4,2,3,1,2,6,3,0,0,1,3,2,0,0,0,0,0,0,34
"4286","120129000100200017 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 017",1,1,16,22,4,2,3,9,2,2,3,2,2,3,2,0,1,0,2,1,0,0,0,0,38
"4287","120129000100200018 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 018",1,1,16,18,2,3,4,4,3,5,5,2,1,1,0,2,1,1,0,0,0,0,0,0,34
"4288","120129000100200019 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 019",4,1,37,36,3,7,7,8,9,7,1,3,6,3,6,3,4,0,2,2,0,2,0,0,73
"4289","120129000100200020 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 020",0,1,23,25,6,8,4,2,6,3,3,2,1,4,2,2,0,2,1,1,0,1,0,0,48
"4290","120129000100200021 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 021",2,1,27,32,6,4,9,14,4,4,7,2,4,1,0,1,0,1,0,1,1,0,0,0,59
"4291","120129000100200022 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 022",2,2,34,19,3,4,3,6,7,6,4,5,5,1,4,2,1,0,2,0,0,0,0,0,53
"4292","120129000100200023 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 023",2,0,24,36,4,5,7,6,4,2,5,4,4,4,1,4,1,1,3,2,3,0,0,0,60
"4293","120129000100200024 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 024",6,1,24,31,6,8,6,3,3,6,3,5,5,4,1,2,1,0,2,0,0,0,0,0,55
"4294","120129000100200026 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 026",4,0,35,35,9,6,2,3,10,5,5,6,5,3,5,4,3,0,3,1,0,0,0,0,70
"4295","120129000100200027 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 027",1,2,15,17,3,0,2,5,1,4,2,0,0,4,4,1,0,1,3,1,1,0,0,0,32
"4296","120129000100200028 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 028",0,1,23,26,5,5,5,8,1,5,2,4,3,4,2,2,0,1,0,1,1,0,0,0,49
"4297","120129000100200029 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 029",1,1,17,17,2,3,2,0,2,5,3,2,1,2,2,1,0,1,0,4,4,0,0,0,34
"4298","120129000100200030 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 030",2,2,40,46,11,7,5,8,6,9,7,4,5,5,4,4,0,4,4,1,1,1,0,0,86
"4299","120129000100200031 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 031",4,1,24,37,7,5,7,5,2,5,6,6,1,5,4,1,1,3,1,2,0,0,0,0,61
"4300","120129000100200032 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 032",2,5,31,29,4,9,7,6,4,2,7,6,2,2,1,1,2,1,2,3,1,0,0,0,60
"4301","120129000100200033 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 033",1,1,28,40,5,7,4,9,10,7,6,0,5,2,6,4,0,0,1,0,2,0,0,0,68
"4302","120129000100200035 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 035",1,2,21,22,4,4,3,4,3,4,2,7,1,0,3,1,3,2,1,0,0,1,0,0,43
"4303","120129000100200036 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 036",6,2,37,44,4,10,7,9,11,7,4,6,11,2,2,4,3,1,0,0,0,0,0,0,81
"4304","120129000100200037 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 037",6,3,76,71,11,14,13,14,11,10,6,12,13,7,9,7,8,5,4,2,0,1,0,0,147
"4305","120129000100200038 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 038",4,1,60,67,16,8,6,15,17,13,13,5,5,6,7,6,2,4,1,2,0,1,0,0,127
"4306","120129000100200039A"," Junin","Huancayo","San Agustin","San Agustin","Mza: 039A",0,1,18,20,2,5,4,4,4,3,3,2,1,4,1,0,1,2,0,2,0,0,0,0,38
"4307","120129000100200040A"," Junin","Huancayo","San Agustin","San Agustin","Mza: 040A",2,1,60,61,13,11,19,11,9,5,8,6,9,6,5,5,2,4,3,4,1,0,0,0,121
"4308","120129000100200040B"," Junin","Huancayo","San Agustin","San Agustin","Mza: 040B",7,0,82,112,19,18,19,27,11,16,11,11,16,10,6,8,7,3,6,2,4,0,0,0,194
"4309","120129000100200041A"," Junin","Huancayo","San Agustin","San Agustin","Mza: 041A",4,3,62,63,5,7,10,15,11,4,11,11,10,6,8,10,5,4,4,2,0,2,0,0,125
"4310","120129000100200042A"," Junin","Huancayo","San Agustin","San Agustin","Mza: 042A",11,1,74,95,24,16,15,8,10,21,20,4,13,11,7,3,3,4,5,4,1,0,0,0,169
"4311","120129000100200043 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 043",6,5,116,171,30,31,28,29,30,16,17,28,17,12,9,13,6,9,5,5,0,1,1,0,287
"4312","120129000100200046 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 046",0,2,29,40,6,8,8,4,8,8,7,5,3,1,4,1,2,1,2,1,0,0,0,0,69
"4313","120129000100200047 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 047",2,0,18,17,4,2,4,2,4,2,4,3,2,2,1,2,2,1,0,0,0,0,0,0,35
"4314","120129000100200048 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 048",1,1,29,45,5,7,10,13,5,4,2,8,3,3,4,1,0,1,3,5,0,0,0,0,74
"4315","120129000100200049 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 049",1,0,35,27,4,4,6,7,7,2,5,3,7,1,2,2,2,4,2,3,0,1,0,0,62
"4316","120129000100200050 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 050",0,1,33,37,5,9,4,6,9,7,3,7,1,2,3,5,2,4,1,1,1,0,0,0,70
"4317","120129000100200051 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 051",3,1,26,38,3,5,6,8,4,7,1,4,5,2,7,3,4,2,0,0,0,2,1,0,64
"4318","120129000100200052 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 052",0,0,19,25,4,2,6,5,3,6,5,2,3,4,1,0,2,1,0,0,0,0,0,0,44
"4319","120129000100200053 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 053",5,1,31,42,9,9,4,6,6,6,10,4,1,4,4,3,2,2,0,2,0,1,0,0,73
"4320","120129000100200054 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 054",1,3,56,70,16,15,8,13,12,11,11,9,5,8,2,3,2,2,2,6,1,0,0,0,126
"4321","120129000100200055 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 055",2,0,31,41,5,9,8,4,7,6,5,5,3,2,4,5,3,2,3,1,0,0,0,0,72
"4322","120129000100200056 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 056",2,1,21,24,4,6,3,4,5,4,3,3,4,1,1,1,3,1,1,0,1,0,0,0,45
"4323","120129000100200057 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 057",1,3,27,22,4,5,5,8,5,3,2,2,2,2,3,0,1,5,1,1,0,0,0,0,49
"4324","120129000100200058 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 058",0,1,38,36,6,12,5,5,5,7,7,1,5,3,7,5,1,0,3,1,0,1,0,0,74
"4325","120129000100200059 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 059",7,5,78,79,20,16,10,18,23,12,14,5,11,7,8,4,1,2,3,2,0,1,0,0,157
"4326","120129000100200060 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 060",0,2,25,22,3,6,3,4,4,2,3,2,5,6,2,0,3,1,0,2,1,0,0,0,47
"4327","120129000100200060D"," Junin","Huancayo","San Agustin","San Agustin","Mza: 060D",3,2,34,49,4,9,12,8,9,3,7,8,8,3,5,1,2,1,2,1,0,0,0,0,83
"4328","120129000100200060E"," Junin","Huancayo","San Agustin","San Agustin","Mza: 060E",3,2,54,75,10,12,16,21,11,9,7,6,9,3,8,9,4,3,1,0,0,0,0,0,129
"4329","120129000100200060G"," Junin","Huancayo","San Agustin","San Agustin","Mza: 060G",6,5,75,86,22,10,12,24,17,18,7,15,4,6,7,4,8,2,3,1,1,0,0,0,161
"4330","120129000100200060H"," Junin","Huancayo","San Agustin","San Agustin","Mza: 060H",0,0,15,15,4,1,4,4,1,3,3,1,2,0,3,1,0,2,0,0,0,1,0,0,30
"4331","120129000100200060I"," Junin","Huancayo","San Agustin","San Agustin","Mza: 060I",2,0,23,32,5,4,5,5,8,7,5,5,0,1,5,0,3,2,0,0,0,0,0,0,55
"4332","120129000100200060J"," Junin","Huancayo","San Agustin","San Agustin","Mza: 060J",4,3,51,51,8,13,9,10,11,2,6,10,10,5,3,3,7,2,2,1,0,0,0,0,102
"4333","120129000100200060N"," Junin","Huancayo","San Agustin","San Agustin","Mza: 060N",1,2,40,36,6,7,12,7,10,10,5,2,3,6,1,4,2,0,0,0,1,0,0,0,76
"4334","120129000100200060O"," Junin","Huancayo","San Agustin","San Agustin","Mza: 060O",7,0,63,89,18,20,19,11,9,9,13,14,12,8,3,1,4,2,3,2,3,1,0,0,152
"4335","120129000100200061 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 061",1,1,14,18,4,2,5,3,4,2,4,4,0,0,0,0,2,0,0,2,0,0,0,0,32
"4336","120129000100200062 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 062",2,0,37,34,6,10,11,8,6,3,2,6,3,1,3,5,5,0,0,0,2,0,0,0,71
"4337","120129000100200064 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 064",4,0,24,27,6,5,10,2,1,8,6,6,2,1,2,1,0,1,0,0,0,0,0,0,51
"4338","120129000100200065A"," Junin","Huancayo","San Agustin","San Agustin","Mza: 065A",0,2,18,16,5,3,2,1,4,4,3,4,1,1,2,1,1,1,1,0,0,0,0,0,34
"4339","120129000100200065B"," Junin","Huancayo","San Agustin","San Agustin","Mza: 065B",5,1,42,37,6,8,7,16,6,4,1,12,6,3,0,2,3,0,1,0,3,1,0,0,79
"4340","120129000100200066A"," Junin","Huancayo","San Agustin","San Agustin","Mza: 066A",7,4,78,89,21,23,17,12,14,15,19,11,6,8,2,5,3,4,4,0,2,1,0,0,167
"4341","120129000100200066B"," Junin","Huancayo","San Agustin","San Agustin","Mza: 066B",1,0,17,18,3,5,0,2,3,4,3,2,3,1,2,2,5,0,0,0,0,0,0,0,35
"4342","120129000100200066C"," Junin","Huancayo","San Agustin","San Agustin","Mza: 066C",2,2,19,20,4,6,3,3,7,7,3,2,0,1,0,1,0,0,1,1,0,0,0,0,39
"4343","120129000100200066D"," Junin","Huancayo","San Agustin","San Agustin","Mza: 066D",3,1,36,55,11,9,10,9,4,10,7,9,4,4,4,3,5,0,1,1,0,0,0,0,91
"4344","120129000100200066E"," Junin","Huancayo","San Agustin","San Agustin","Mza: 066E",1,0,33,39,11,6,13,6,2,4,5,6,8,5,0,1,3,1,0,1,0,0,0,0,72
"4345","120129000100200066F"," Junin","Huancayo","San Agustin","San Agustin","Mza: 066F",7,4,74,86,11,12,17,21,18,6,12,14,14,3,5,6,9,8,1,1,2,0,0,0,160
"4346","120129000100200067 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 067",5,2,44,42,6,7,7,10,8,10,7,6,5,1,5,6,3,2,0,2,0,0,1,0,86
"4347","120129000100200068 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 068",5,2,29,33,9,5,2,3,5,8,7,6,2,0,1,4,3,2,0,2,0,2,0,1,62
"4348","120129000100200069 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 069",2,3,37,44,9,11,8,4,6,9,4,4,8,2,1,3,4,2,3,0,2,0,1,0,81
"4349","120129000100200070 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 070",2,0,17,22,1,3,4,5,3,5,0,1,1,4,3,7,0,0,0,1,1,0,0,0,39
"4350","120129000100200071 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 071",7,1,52,68,15,8,15,12,15,17,5,6,11,3,6,3,3,0,0,0,1,0,0,0,120
"4351","120129000100200071A"," Junin","Huancayo","San Agustin","San Agustin","Mza: 071A",3,0,34,34,6,8,6,10,4,8,6,4,3,6,3,1,1,1,0,0,1,0,0,0,68
"4352","120129000100200072A"," Junin","Huancayo","San Agustin","San Agustin","Mza: 072A",3,0,25,25,0,2,8,5,7,9,3,4,3,1,1,1,0,2,3,0,0,1,0,0,50
"4353","120129000100200072C"," Junin","Huancayo","San Agustin","San Agustin","Mza: 072C",2,0,39,35,5,6,2,7,8,17,7,4,0,2,3,4,3,0,2,1,2,1,0,0,74
"4354","120129000100200073 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 073",7,2,75,83,13,7,19,16,15,16,11,10,13,9,8,3,8,5,2,2,1,0,0,0,158
"4355","120129000100200073C"," Junin","Huancayo","San Agustin","San Agustin","Mza: 073C",6,1,31,28,2,3,4,9,13,4,2,3,5,1,4,5,1,2,0,1,0,0,0,0,59
"4356","120129000100200073G"," Junin","Huancayo","San Agustin","San Agustin","Mza: 073G",2,1,18,33,5,5,7,6,2,6,4,3,2,2,3,1,0,3,1,1,0,0,0,0,51
"4357","120129000100200073H"," Junin","Huancayo","San Agustin","San Agustin","Mza: 073H",4,3,41,37,6,0,6,5,11,8,6,4,3,5,8,6,5,1,0,2,2,0,0,0,78
"4358","120129000100200073I"," Junin","Huancayo","San Agustin","San Agustin","Mza: 073I",4,1,27,32,4,5,6,7,5,2,5,2,7,0,3,2,5,4,0,1,0,1,0,0,59
"4359","120129000100200073O"," Junin","Huancayo","San Agustin","San Agustin","Mza: 073O",5,0,43,48,5,9,5,3,12,4,14,5,6,7,4,3,6,3,3,0,1,1,0,0,91
"4360","120129000100200073P"," Junin","Huancayo","San Agustin","San Agustin","Mza: 073P",4,1,59,67,7,10,17,10,11,7,9,10,11,10,6,2,3,3,3,1,3,3,0,0,126
"4361","120129000100200073Q"," Junin","Huancayo","San Agustin","San Agustin","Mza: 073Q",0,0,17,18,3,1,6,5,5,3,0,1,3,0,4,3,1,0,0,0,0,0,0,0,35
"4362","120129000100200073R"," Junin","Huancayo","San Agustin","San Agustin","Mza: 073R",1,1,26,27,6,5,6,2,8,3,6,5,0,1,2,3,3,0,1,2,0,0,0,0,53
"4363","120129000100200073S"," Junin","Huancayo","San Agustin","San Agustin","Mza: 073S",1,1,41,29,9,7,7,8,10,7,5,8,4,0,1,1,1,2,0,0,0,0,0,0,70
"4364","120129000100200073T"," Junin","Huancayo","San Agustin","San Agustin","Mza: 073T",5,0,36,34,9,5,5,6,9,3,6,9,3,4,2,1,1,1,5,1,0,0,0,0,70
"4365","120129000100200073U"," Junin","Huancayo","San Agustin","San Agustin","Mza: 073U",3,2,21,29,5,6,4,6,3,0,4,3,7,2,3,2,1,1,0,1,1,1,0,0,50
"4366","120129000100200073V"," Junin","Huancayo","San Agustin","San Agustin","Mza: 073V",3,2,31,40,9,8,11,9,8,2,3,3,6,2,6,2,1,1,0,0,0,0,0,0,71
"4367","120129000100200073Y"," Junin","Huancayo","San Agustin","San Agustin","Mza: 073Y",2,0,26,24,5,4,2,1,2,5,2,9,3,1,1,3,6,4,1,0,1,0,0,0,50
"4368","120129000100200073Z"," Junin","Huancayo","San Agustin","San Agustin","Mza: 073Z",4,0,25,31,4,7,3,2,5,4,6,6,0,2,8,3,1,3,0,1,0,0,0,1,56
"4369","120129000100200074 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 074",10,3,109,114,20,18,19,26,23,21,13,22,14,8,8,7,4,7,7,3,2,1,0,0,223
"4370","120129000100200074B"," Junin","Huancayo","San Agustin","San Agustin","Mza: 074B",5,1,29,41,10,9,6,5,6,5,9,6,5,4,2,1,0,1,0,0,0,1,0,0,70
"4371","120129000100200074C"," Junin","Huancayo","San Agustin","San Agustin","Mza: 074C",2,0,46,56,14,10,7,10,8,12,8,9,4,1,5,2,4,4,2,2,0,0,0,0,102
"4372","120129000100200074D"," Junin","Huancayo","San Agustin","San Agustin","Mza: 074D",6,0,43,49,10,13,8,6,6,7,7,13,5,1,5,3,2,4,0,1,1,0,0,0,92
"4373","120129000100200075 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 075",5,1,47,42,4,11,9,10,9,8,8,9,2,7,4,2,2,1,2,1,0,0,0,0,89
"4374","120129000100200075B"," Junin","Huancayo","San Agustin","San Agustin","Mza: 075B",2,1,64,57,16,12,12,8,17,13,9,9,6,4,6,3,2,2,1,0,1,0,0,0,121
"4375","120129000100200075C"," Junin","Huancayo","San Agustin","San Agustin","Mza: 075C",1,0,23,28,7,7,7,5,5,6,5,1,2,3,1,0,0,1,0,1,0,0,0,0,51
"4376","120129000100200075F"," Junin","Huancayo","San Agustin","San Agustin","Mza: 075F",5,1,40,49,7,8,3,9,10,8,9,6,4,8,4,3,4,3,1,0,0,2,0,0,89
"4377","120129000100200075G"," Junin","Huancayo","San Agustin","San Agustin","Mza: 075G",2,4,61,69,16,14,17,11,12,8,10,9,7,10,6,3,2,3,0,1,0,0,1,0,130
"4378","120129000100200075H"," Junin","Huancayo","San Agustin","San Agustin","Mza: 075H",1,0,32,25,4,5,7,10,3,2,2,7,7,2,0,2,2,0,2,1,0,1,0,0,57
"4379","120129000100200075J"," Junin","Huancayo","San Agustin","San Agustin","Mza: 075J",12,6,127,119,17,24,24,21,16,24,20,21,16,10,11,13,12,5,4,3,4,1,0,0,246
"4380","120129000100200075K"," Junin","Huancayo","San Agustin","San Agustin","Mza: 075K",3,2,21,31,4,11,6,6,3,2,2,8,1,2,1,1,3,0,0,2,0,0,0,0,52
"4381","120129000100200075L"," Junin","Huancayo","San Agustin","San Agustin","Mza: 075L",4,3,28,33,5,9,4,3,3,11,3,5,4,1,3,2,1,0,5,2,0,0,0,0,61
"4382","120129000100200075M"," Junin","Huancayo","San Agustin","San Agustin","Mza: 075M",2,2,27,31,6,10,5,5,6,4,4,8,5,2,2,0,0,0,1,0,0,0,0,0,58
"4383","120129000100200075N"," Junin","Huancayo","San Agustin","San Agustin","Mza: 075N",16,7,218,222,41,42,46,40,39,41,39,27,33,28,14,10,13,8,10,6,1,1,0,1,440
"4384","120129000100200075O"," Junin","Huancayo","San Agustin","San Agustin","Mza: 075O",5,1,65,76,9,11,12,9,13,9,10,12,8,7,5,13,7,6,2,5,2,0,1,0,141
"4385","120129000100200075P"," Junin","Huancayo","San Agustin","San Agustin","Mza: 075P",2,0,17,13,6,4,3,1,3,4,1,4,2,0,1,1,0,0,0,0,0,0,0,0,30
"4386","120129000100200075Q"," Junin","Huancayo","San Agustin","San Agustin","Mza: 075Q",5,3,58,42,6,8,6,13,6,7,7,7,10,3,7,5,7,3,2,1,1,0,1,0,100
"4387","120129000100200075R"," Junin","Huancayo","San Agustin","San Agustin","Mza: 075R",1,2,23,28,4,7,6,2,8,2,1,4,2,7,6,2,0,0,0,0,0,0,0,0,51
"4388","120129000100200076 "," Junin","Huancayo","San Agustin","San Agustin","Mza: 076",2,1,20,23,2,3,1,7,3,0,3,1,5,1,6,1,0,2,3,2,3,0,0,0,43
"4389","1201290001002008888"," Junin","Huancayo","San Agustin","San Agustin","Mza: 8888",10,3,154,184,26,27,31,36,27,32,25,25,15,26,15,16,11,9,9,5,1,2,0,0,338
"4390","120130000100100002 "," Junin","Huancayo","San Jeronimo de Tunan","San Jeronimo de Tunan","Mza: 002",1,0,15,19,2,2,2,5,5,2,0,1,1,2,5,2,0,1,2,1,1,0,0,0,34
"4391","120130000100100003 "," Junin","Huancayo","San Jeronimo de Tunan","San Jeronimo de Tunan","Mza: 003",0,0,17,15,0,1,7,2,4,2,0,0,4,5,1,1,0,0,2,0,0,2,1,0,32
"4392","120130000100100007 "," Junin","Huancayo","San Jeronimo de Tunan","San Jeronimo de Tunan","Mza: 007",0,0,15,15,3,3,2,3,5,0,2,2,0,3,4,0,0,0,2,0,1,0,0,0,30
"4393","120130000100100008 "," Junin","Huancayo","San Jeronimo de Tunan","San Jeronimo de Tunan","Mza: 008",2,3,18,27,3,4,2,4,4,3,4,0,5,1,6,1,3,3,1,0,1,0,0,0,45
"4394","120130000100100009 "," Junin","Huancayo","San Jeronimo de Tunan","San Jeronimo de Tunan","Mza: 009",1,0,28,33,8,5,3,8,7,2,4,5,1,3,3,3,2,2,4,1,0,0,0,0,61
"4395","120130000100100012 "," Junin","Huancayo","San Jeronimo de Tunan","San Jeronimo de Tunan","Mza: 012",0,0,17,17,3,3,3,3,4,1,2,2,4,3,1,2,1,1,0,0,1,0,0,0,34
"4396","120130000100100013 "," Junin","Huancayo","San Jeronimo de Tunan","San Jeronimo de Tunan","Mza: 013",0,2,22,20,2,4,6,0,1,2,3,5,1,4,4,2,0,2,1,2,2,0,1,0,42
"4397","120130000100100016 "," Junin","Huancayo","San Jeronimo de Tunan","San Jeronimo de Tunan","Mza: 016",1,0,21,15,3,2,8,6,3,1,3,2,2,0,2,1,1,1,0,0,0,0,1,0,36
"4398","120130000100100017 "," Junin","Huancayo","San Jeronimo de Tunan","San Jeronimo de Tunan","Mza: 017",3,1,37,26,6,7,3,7,5,5,5,4,7,0,6,2,4,1,1,0,0,0,0,0,63
"4399","120130000100100018 "," Junin","Huancayo","San Jeronimo de Tunan","San Jeronimo de Tunan","Mza: 018",2,2,20,31,4,4,3,6,6,0,5,3,5,0,4,1,4,4,0,2,0,0,0,0,51
"4400","120130000100100019 "," Junin","Huancayo","San Jeronimo de Tunan","San Jeronimo de Tunan","Mza: 019",2,0,32,40,4,3,3,6,7,7,9,3,5,2,6,4,1,4,3,1,2,1,0,1,72
"4401","120130000100100023 "," Junin","Huancayo","San Jeronimo de Tunan","San Jeronimo de Tunan","Mza: 023",1,0,34,41,2,5,12,7,5,3,5,4,4,5,6,3,2,6,4,0,2,0,0,0,75
"4402","120130000100100024 "," Junin","Huancayo","San Jeronimo de Tunan","San Jeronimo de Tunan","Mza: 024",4,2,37,48,8,7,6,8,9,7,7,1,6,4,5,6,3,2,1,1,3,1,0,0,85
"4403","120130000100100025 "," Junin","Huancayo","San Jeronimo de Tunan","San Jeronimo de Tunan","Mza: 025",3,1,46,54,8,12,10,8,6,9,9,2,4,12,1,1,5,6,4,1,1,1,0,0,100
"4404","120130000100100026 "," Junin","Huancayo","San Jeronimo de Tunan","San Jeronimo de Tunan","Mza: 026",0,4,37,41,11,6,7,6,8,5,7,7,1,2,5,3,1,1,5,1,1,0,1,0,78
"4405","120130000100100027 "," Junin","Huancayo","San Jeronimo de Tunan","San Jeronimo de Tunan","Mza: 027",3,5,51,60,10,13,12,12,8,7,9,3,4,7,9,7,1,2,3,2,0,2,0,0,111
"4406","120130000100100029 "," Junin","Huancayo","San Jeronimo de Tunan","San Jeronimo de Tunan","Mza: 029",0,0,18,26,1,1,3,4,5,5,6,3,2,1,2,1,1,2,1,3,1,1,1,0,44
"4407","120130000100100031 "," Junin","Huancayo","San Jeronimo de Tunan","San Jeronimo de Tunan","Mza: 031",2,1,12,28,2,3,4,5,3,3,1,1,3,2,2,5,0,0,0,2,2,2,0,0,40
"4408","120130000100100033 "," Junin","Huancayo","San Jeronimo de Tunan","San Jeronimo de Tunan","Mza: 033",1,1,23,45,7,2,5,5,7,3,8,7,2,2,1,9,3,4,1,0,2,0,0,0,68
"4409","120130000100100034 "," Junin","Huancayo","San Jeronimo de Tunan","San Jeronimo de Tunan","Mza: 034",2,4,34,64,7,9,6,9,5,10,10,7,6,2,4,6,5,4,4,1,0,1,2,0,98
"4410","120130000100100035 "," Junin","Huancayo","San Jeronimo de Tunan","San Jeronimo de Tunan","Mza: 035",2,2,40,44,7,6,9,4,8,6,3,5,7,1,2,3,6,8,4,0,3,0,2,0,84
"4411","120130000100100036 "," Junin","Huancayo","San Jeronimo de Tunan","San Jeronimo de Tunan","Mza: 036",1,1,39,47,10,10,12,7,3,6,5,5,11,2,2,1,2,3,1,4,0,0,2,0,86
